"X","times","LON","LAT"
9403,"2017-06-23 04:58:00",-117.976245648517,33.5751322153309
9404,"2017-06-23 04:59:00",-117.97613562475,33.5747761516301
9405,"2017-06-23 05:00:00",-117.976025388526,33.5751321692822
9406,"2017-06-23 05:01:00",-117.976003024525,33.5754994739058
9407,"2017-06-23 05:02:00",-117.976069449435,33.5758630280454
9408,"2017-06-23 05:03:00",-117.975800416245,33.5761538038827
9409,"2017-06-23 05:04:00",-117.975778273241,33.5757864899093
9410,"2017-06-23 05:05:00",-117.975755908023,33.5761537944491
9411,"2017-06-23 05:06:00",-117.975822551961,33.5757902683862
9412,"2017-06-23 05:07:00",-117.975975253319,33.5754454128707
9413,"2017-06-23 05:08:00",-117.97633581384,33.5756555900628
9414,"2017-06-23 05:09:00",-117.975916554936,33.5757656025455
9415,"2017-06-23 05:10:00",-117.975723156255,33.5754353658391
9416,"2017-06-23 05:11:00",-117.976153559083,33.5753614227408
9417,"2017-06-23 05:12:00",-117.975769339569,33.5755398268909
9418,"2017-06-23 05:13:00",-117.975350080507,33.5756498374566
9419,"2017-06-23 05:14:00",-117.975081045567,33.5759406117397
9420,"2017-06-23 05:15:00",-117.97531336432,33.5762527775494
9421,"2017-06-23 05:16:00",-117.975466068518,33.5759079226885
9422,"2017-06-23 05:17:00",-117.975028957246,33.5758706203053
9423,"2017-06-23 05:18:00",-117.974918715086,33.5762266369077
9424,"2017-06-23 05:19:00",-117.974896575798,33.5758593227814
9425,"2017-06-23 05:20:00",-117.974512464682,33.5756807530278
9426,"2017-06-23 05:21:00",-117.974664953604,33.5760256745176
9427,"2017-06-23 05:22:00",-117.974554709752,33.5763816907865
9428,"2017-06-23 05:23:00",-117.974857344171,33.5766483228562
9429,"2017-06-23 05:24:00",-117.974438148627,33.5765381299643
9430,"2017-06-23 05:25:00",-117.974104688079,33.5767776177861
9431,"2017-06-23 05:26:00",-117.973994671018,33.5764215522779
9432,"2017-06-23 05:27:00",-117.97388465486,33.5760654866516
9433,"2017-06-23 05:28:00",-117.973500427558,33.5762438837357
9434,"2017-06-23 05:29:00",-117.973732945026,33.575931821623
9435,"2017-06-23 05:30:00",-117.973710571106,33.576299125783
9436,"2017-06-23 05:31:00",-117.973441528653,33.5765898964701
9437,"2017-06-23 05:32:00",-117.973744334263,33.576323400781
9438,"2017-06-23 05:33:00",-117.973897044827,33.5759785478611
9439,"2017-06-23 05:34:00",-117.974049531824,33.5763234700922
9440,"2017-06-23 05:35:00",-117.974352164486,33.5765901033996
9441,"2017-06-23 05:36:00",-117.974504873103,33.5762452497442
9442,"2017-06-23 05:37:00",-117.974311267748,33.5765754022838
9443,"2017-06-23 05:38:00",-117.974741677438,33.5765014641106
9444,"2017-06-23 05:39:00",-117.975145404307,33.5766465891747
9445,"2017-06-23 05:40:00",-117.974708289449,33.5766092856628
9446,"2017-06-23 05:41:00",-117.974514893489,33.5762790471138
9447,"2017-06-23 05:42:00",-117.974918709625,33.5761340995081
9448,"2017-06-23 05:43:00",-117.974481597448,33.5760967951929
9449,"2017-06-23 05:44:00",-117.974459460045,33.575729480981
9450,"2017-06-23 05:45:00",-117.974266066993,33.5753992419966
9451,"2017-06-23 05:46:00",-117.974243930679,33.575031927705
9452,"2017-06-23 05:47:00",-117.974396417394,33.5753768495615
9453,"2017-06-23 05:48:00",-117.97469904782,33.5756434820611
9454,"2017-06-23 05:49:00",-117.974676678068,33.5760107864136
9455,"2017-06-23 05:50:00",-117.975080492684,33.5758658382734
9456,"2017-06-23 05:51:00",-117.974643358298,33.5759029501823
9457,"2017-06-23 05:52:00",-117.975003917492,33.576113131239
9458,"2017-06-23 05:53:00",-117.974810314332,33.5764432845667
9459,"2017-06-23 05:54:00",-117.974700294798,33.5760872196661
9460,"2017-06-23 05:55:00",-117.975003094784,33.5758207208744
9461,"2017-06-23 05:56:00",-117.975406907968,33.5756757716644
9462,"2017-06-23 05:57:00",-117.975473330514,33.5760393261133
9463,"2017-06-23 05:58:00",-117.975877143931,33.5758943753741
9464,"2017-06-23 05:59:00",-117.976179939626,33.5756278736939
9465,"2017-06-23 06:00:00",-117.976412445798,33.575315806514
9466,"2017-06-23 06:01:00",-117.976565143974,33.5749709502436
9467,"2017-06-23 06:02:00",-117.97637154931,33.575301106076
9468,"2017-06-23 06:03:00",-117.97603809886,33.5755405991569
9469,"2017-06-23 06:04:00",-117.976398659929,33.5757507761627
9470,"2017-06-23 06:05:00",-117.976376514493,33.575383462272
9471,"2017-06-23 06:06:00",-117.976609019301,33.5750713947102
9472,"2017-06-23 06:07:00",-117.97622480201,33.575249800283
9473,"2017-06-23 06:08:00",-117.975955771245,33.5755405764872
9474,"2017-06-23 06:09:00",-117.976108471633,33.5751957207932
9475,"2017-06-23 06:10:00",-117.976538872943,33.5751217763517
9476,"2017-06-23 06:11:00",-117.976899555245,33.5749117482766
9477,"2017-06-23 06:12:00",-117.976877407899,33.5745444344253
9478,"2017-06-23 06:13:00",-117.977316778149,33.5745445229664
9479,"2017-06-23 06:14:00",-117.976932564648,33.5747229307523
9480,"2017-06-23 06:15:00",-117.976663537892,33.5750137085206
9481,"2017-06-23 06:16:00",-117.97622640848,33.5750508260271
9482,"2017-06-23 06:17:00",-117.975789278693,33.5750879419893
9483,"2017-06-23 06:18:00",-117.975679040651,33.5754439593147
9484,"2017-06-23 06:19:00",-117.975410007453,33.5757347343229
9485,"2017-06-23 06:20:00",-117.974972873869,33.5757718473967
9486,"2017-06-23 06:21:00",-117.974553682416,33.5756616548812
9487,"2017-06-23 06:22:00",-117.97416945828,33.5758400540547
9488,"2017-06-23 06:23:00",-117.974573272948,33.5756951075655
